Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Camilo Doval","SFG",2,0,7,17,0,17,12.176471954398655,6.352941889251472,1.0588236482085787,0.2702702702702703,0.8490566,0.692307692,0.333333333,99.94352630876068,3.176470944625736,2.97,4.067652339506326,3.0342659080704686,-0.07112153619527817,"Camilo Doval",21992,666808
"Vladimir Gutierrez","MIA",0,0,0,1,0,4,9,4.5,2.25,0.2,0.55555556,0.181818181,0.166666666,92.86908637152777,6.75,3.08,5.876475763320923,4.734583922475577,-0.07261157780885696,"Vladimir Gutierrez",19278,661269
"Owen Miller","MIL",0,0,0,1,0,2,0,4.5,4.5,0.4,0.43478261,0.272727272,0.2,59.530035895270274,18,5.85,11.126475763320922,8.139989361912011,-0.07267849147319794,"Owen Miller",24655,680911
"Emmanuel Rivera","MIA",0,0,0,1,0,1,0,0,9,0.5,0.27777778,0.285714285,0.5,70.37960815429688,36,27.24,19.126475763320922,8.937286642193794,-0.07883048057556152,"Emmanuel Rivera",19890,656896
"Luis Guillorme","ATL",0,0,0,1,0,1,0,9,9,0.4,0,0.5,0.5,62.915167236328124,36,15.7,19.126475763320922,8.937286642193794,-0.07911409437656403,"Luis Guillorme",16451,641645
"Tanner Scott","MIA",2,4,5,18,0,18,9.50000100665633,8.500000900692505,0.5000000529819121,0.2127659574468085,0.7518797,0.5,0.0625,96.75330528846153,2.0000002119276483,3.31,4.570920360824225,5.097947473946858,-0.07978106290102005,"Tanner Scott",17586,656945
"Josh Fleming","PIT",1,1,1,17,1,19,6.157896282270402,4.26315896464874,0.9473686588108311,0.3442622950819672,0.56291391,0.571428571,0.142857142,,5.684211952864986,4.72,4.705423528005642,4.372564294580041,-0.08011453843209893,"Josh Fleming",20418,676596
"Andre Pallante","STL",0,1,0,9,0,10,5.400001029968458,4.5000008583070485,0.9000001716614097,0.35135135135135137,0.625,0.657894736,0.125,95.4896467090708,6.300001201629867,6.11,4.726476068496762,4.550800386538434,-0.08142080157995224,"Andre Pallante",26108,669467
"Aaron Ashby","MIL",0,1,0,1,1,3.2,4.909091760304496,4.909091760304496,2.454545880152248,0.29411764705882354,0,0.705882352,0.5,,9.818183520608992,6.27,7.21738556357467,4.4385153214241475,-0.08222121745347977,"Aaron Ashby",23550,676879
"Enyel De Los Santos","SDP",1,2,0,21,0,17.1,11.942311196638606,2.076923686371931,2.5961546079649143,0.2222222222222222,1,0.31707317,0.208333333,95.28575303819444,3.115385529557897,2.9,5.088014800449969,3.283960264137195,-0.0845453068614006,"Enyel De Los Santos",18403,660853
"Allan Winans","ATL",0,1,0,1,1,5,1.8,3.6,1.8,0.3333333333333333,0.34883721,0.59090909,0.166666666,91.2619120279948,10.8,5.66,6.5264757633209225,5.612962290644646,-0.0883239209651947,"Allan Winans",21238,642216
"Julio Teheran","NYM",0,0,0,1,1,2.2,10.125002413988689,6.750001609325793,3.3750008046628963,0.5,0.60606061,0.363636363,0.2,91.24310302734375,13.500003218651585,7.33,8.001476925611772,5.761611590529579,-0.0918058380484581,"Julio Teheran",6797,527054
"A.J. Puk","MIA",0,4,1,6,4,15,7.200000457763701,10.200000648498577,0.6000000381469751,0.36,0.56179775,0.31372549,0.047619047,93.97840596020707,8.400000534057652,5.96,5.993142612245359,7.094043630783105,-0.10003097355365753,"A.J. Puk",19343,640462
"Grant Hartwig","NYM",0,0,0,4,0,6.2,5.40000051498418,5.40000051498418,1.350000128746045,0.25,0.56603774,0.38095238,0.1,,6.750000643730225,5.85,6.576476092338594,6.734584266571618,-0.10503893345594406,"Grant Hartwig",29946,701643
"Wandy Peralta","SDP",1,1,0,21,0,18.1,5.400000936334946,2.454545880152248,0.9818183520608992,0.21428571428571427,0.72916667,0.551724137,0.1,95.48679606119792,3.436364232213147,5.21,4.653748755415656,4.768736527466473,-0.11188396066427231,"Wandy Peralta",14295,593974
"Gus Varland","LAD",0,0,0,7,0,6,4.500000715255851,6.000000953674468,1.500000238418617,0.2857142857142857,0.8490566,0.333333333,0.111111111,95.03304036458333,3.000000476837234,8.76,6.793143012788653,6.734584495969015,-0.11213003844022751,"Gus Varland",24737,681402
"Dinelson Lamet","LAD",0,0,1,3,0,4.1,6.230769687855771,4.153846458570514,2.076923229285257,0.08333333333333333,0.76923077,0.384615384,0.125,93.83154296875,2.076923229285257,5.21,6.126475983399628,5.721070611080378,-0.11258071660995483,"Dinelson Lamet",17186,659275
"Wade Miley","MIL",0,1,0,2,2,7,2.5714285714285716,5.142857142857143,1.2857142857142858,0.22727272727272727,0.625,0.523809523,0.166666666,90.38611328125,6.428571428571429,8.24,6.555047191892351,5.9025375685521535,-0.11405950784683228,"Wade Miley",8779,489119
"Andrew Saalfrank","ARI",0,0,0,2,0,1,0,36.00003862385125,0,0.5,0.33333333,0.25,0,,36.00003862385125,26.9,15.126488637938007,16.531895585212517,-0.11570585519075394,"Andrew Saalfrank",26203,685314
"Kyle Nelson","ARI",0,0,0,11,0,10.2,6.750002212823163,3.3750011064115815,1.6875005532057907,0.21428571428571427,0.76086957,0.366666666,0.285714285,90.60270579268293,4.218751383014476,5.38,5.188976439461333,3.673773262369185,-0.11775217950344086,"Kyle Nelson",20515,669459
"Dakota Hudson","COL",1,6,0,8,8,39.2,5.2184877295285865,5.672269271226724,1.1344538542453448,0.2846153846153846,0.62295082,0.593984962,0.142857142,90.82188720703125,6.126050812924862,5.45,5.571854071360889,5.173262206653419,-0.12969304621219635,"Dakota Hudson",19206,641712
"Joey Lucchesi","NYM",0,1,0,1,1,4.1,4.153846458570514,8.307692917141027,2.076923229285257,0.2857142857142857,0.52631579,0.384615384,0.2,89.87358856201172,10.384616146426286,12.2,7.972629964986523,6.594251524757478,-0.13319598138332367,"Joey Lucchesi",19320,664192
"Ryan Brasier","LAD",0,0,0,12,1,11.2,9.257143361617135,2.314285840404284,2.314285840404284,0.2413793103448276,0.79545455,0.46875,0.272727272,94.71957795516305,4.628571680808568,3.66,5.183618732569175,3.165858036935726,-0.13768251799046993,"Ryan Brasier",5615,518489
"Kyle Freeland","COL",0,3,0,4,4,15.2,5.170212975774439,4.595744867355057,1.7234043252581464,0.4393939393939394,0.43478261,0.507246376,0.142857142,92.40236139871988,13.21276649364579,6.51,6.190305674890961,5.584785281902811,-0.13919776678085327,"Kyle Freeland",16256,607536
"Ricardo Pinto","PHI",0,0,1,6,0,10.2,6.750000402331376,4.21875025145711,1.687500100582844,0.40476190476190477,0.51724138,0.59090909,0.166666666,94.12042236328125,10.968750653788486,4.38,6.032725936546932,5.176307004866376,-0.1483229398727417,"Ricardo Pinto",16318,620982
"Roansy Contreras","PIT",1,0,0,12,0,16.1,8.816328246511391,4.408164123255696,1.6530615462208857,0.3404255319148936,0.83333333,0.346938775,0.125,94.68040865384616,4.408164123255696,4.07,5.024435316389347,4.701765695209879,-0.16490331292152405,"Roansy Contreras",22810,672710
"Michael Tonkin","NYM",1,2,0,5,0,7,7.714285714285714,2.5714285714285716,1.2857142857142858,0.30434782608695654,0.25862069,0.416666666,0.125,93.19181780133928,5.142857142857143,4.38,5.412190049035209,5.161224836962564,-0.16757655143737793,"Michael Tonkin",10315,543859
"Kai-Wei Teng","SFG",0,0,0,4,0,11,5.727273223813944,6.545455112930221,1.6363637782325553,0.35135135135135137,0.56603774,0.435897435,0.133333333,94.26187838040866,9.818182669395332,7.02,6.671930616158126,6.22475617662065,-0.17073728144168854,"Kai-Wei Teng",24282,678906
"Luke Little","CHC",0,0,0,12,1,10.2,8.43750201165724,6.750001609325793,0.8437502011657241,0.2692307692307692,0.68181818,0.629629629,0.125,96.78628892963435,5.9062514081600686,5.85,5.563976344466348,5.399280384777098,-0.17206952720880508,"Luke Little",28036,681432
"Aroldis Chapman","PIT",0,3,1,19,0,14.2,15.954549258406418,10.431820668958043,1.2272730198774169,0.30434782608695654,0.64655172,0.36,0.166666666,97.07726287841797,4.295455569570959,3.77,4.83102162426178,4.208171380756157,-0.1787271648645401,"Aroldis Chapman",10233,547973
"Daulton Jefferies","SFG",0,2,0,2,1,4.2,7.714286765273879,3.8571433826369397,3.8571433826369397,0.5217391304347826,0.22727273,0.52,0.25,,17.35714522186623,3.74,8.269333606836842,5.107171072203133,-0.18454589881002903,"Daulton Jefferies",19345,641726
"Tyler Matzek","ATL",0,0,0,11,0,10,9.000001716614097,2.700000514984229,2.700000514984229,0.40625,0.54054054,0.314285714,0.23076923,93.89904477415966,9.900001888275506,7.38,5.926476297378642,3.853502973257725,-0.19676345586776733,"Tyler Matzek",10058,554431
"Mason Black","SFG",0,1,0,3,3,11.2,6.171428907744757,3.857143067340473,2.314285840404284,0.375,0.72115385,0.279069767,0.136363636,92.12351296164773,7.714286134680946,7.15,6.897904540276052,6.205240474037564,-0.19711531698703766,"Mason Black",30171,696131
"Darren McCaughan","MIA",0,0,0,1,0,4.2,3.8571433826369397,5.7857150739554095,5.7857150739554095,0.3333333333333333,0.6122449,0.333333333,0.3,88.5220883018092,15.428573530547759,10.88,13.840762937312423,8.495202436401392,-0.20006492733955383,"Darren McCaughan",20038,670766
"Jesse Chavez","ATL",1,1,0,13,0,17.1,5.711538880534457,3.1153848439278855,1.5576924219639428,0.21568627450980393,0.94936709,0.425925925,0.130434782,90.52259826660156,2.076923229285257,3.82,5.14570668068159,4.76057156244967,-0.20176686346530914,"Jesse Chavez",5448,445926
"Mitch White","- - -",0,0,0,5,0,9,4.000000423855297,6.000000635782945,2.0000002119276483,0.25806451612903225,0.53030303,0.393939393,0.166666666,94.08078290831368,9.000000953674418,7.06,7.12647618717622,6.111461109981044,-0.20858672261238098,"Mitch White",19225,669952
"Kent Emanuel","MIA",0,0,0,2,0,6,6,4.5,4.5,0.3157894736842105,0.56818182,0.59090909,0.375,,10.5,10.62,10.29314242998759,5.667016349236171,-0.21862129867076874,"Kent Emanuel",15849,592288
"Tom Cosgrove","SDP",0,1,0,15,0,12,9.75000387430345,3.7500014901167114,2.250000894070027,0.3888888888888889,0.52884615,0.384615384,0.214285714,90.91161267510776,10.500004172326792,4.41,6.20981032186133,4.5994493613038845,-0.23920834064483643,"Tom Cosgrove",23443,676680
"Walker Buehler","LAD",0,1,0,2,2,7.1,7.363636682841418,2.454545560947139,3.681818341420709,0.34782608695652173,0.83333333,0.416666666,0.333333333,95.876953125,7.363636682841418,6.72,8.444657812039726,4.851291604670756,-0.2471570372581482,"Walker Buehler",19374,621111
"Tyler Kinley","COL",2,0,1,17,0,16,7.875000938773267,6.187500737607567,2.2500002682209335,0.3541666666666667,0.64393939,0.307692307,0.173913043,95.93943234707447,8.437501005828501,6.59,6.688976188004068,5.4592463605987245,-0.26870787143707275,"Tyler Kinley",18297,641755
"Tanner Rainey","WSN",0,0,0,12,0,12,6,8.25,2.25,0.4,0.72916667,0.375,0.130434782,93.75302613811728,9,9.53,8.04314242998759,7.486836188907425,-0.2730408012866974,"Tanner Rainey",17610,663432
"Scott McGough","ARI",1,3,0,15,0,16,5.625001005828561,5.625001005828561,1.125000201165712,0.32,0.51587302,0.365384615,0.09090909,93.5172119140625,6.7500012069942725,5.21,5.376476165652347,5.683908699850667,-0.2776676118373871,"Scott McGough",12056,543518
"Erik Miller","SFG",0,1,0,22,1,21,10.71428668742286,6.0000005449568015,1.7142858699876575,0.1282051282051282,0.70652174,0.604651162,0.285714285,96.94981461864407,4.714286142466059,3.77,5.364571204693698,3.8253175483230666,-0.28304471634328365,"Erik Miller",26252,669062
"Thyago Vieira","MIL",0,0,1,15,0,20.2,9.580646340234368,5.225807094673291,2.1774196227805382,0.30357142857142855,0.79310345,0.366666666,0.208333333,98.04109981142241,5.661291019229399,5.38,6.174863235213676,4.661785494819425,-0.28461161255836487,"Thyago Vieira",14510,600986
"Héctor Neris","CHC",3,0,6,17,0,16,7.312500435858991,7.875000469386606,0.5625000335276147,0.28888888888888886,0.86956522,0.52173913,0.0625,92.88685619212963,2.8125001676380736,6,5.12647588253022,5.719381357306576,-0.29058319330215454,"Hector Neris",11804,593576
"George Soriano","MIA",0,1,0,10,0,11.2,9.2571448750403,5.400001177106842,2.314286218760075,0.26666666666666666,0.50632911,0.303030303,0.214285714,94.75043890449439,9.2571448750403,6.76,6.726476548058818,5.070105571465178,-0.2934742867946625,"George Soriano",21863,666277
"DL Hall","MIL",0,1,0,4,4,16.1,7.163265863789606,5.510204510607389,2.2040818042429557,0.41818181818181815,0.74850299,0.403508771,0.2,92.88777918903374,7.714286314850345,6.85,6.922394426183791,5.459625462636145,-0.29981932044029236,"DL Hall",22207,669084
"Zack Thompson","STL",0,2,0,5,2,17,10.588236482085787,4.235294592834315,3.176470944625736,0.375,0.6097561,0.407407407,0.272727272,91.40547652793141,9.529412833877208,4.72,6.950005604074124,4.180529979676832,-0.30519257113337517,"Zack Thompson",25918,668868
"Roddery Muñoz","MIA",1,1,0,3,3,15.2,10.914894059968262,4.0212767589356755,3.4468086505162927,0.17647058823529413,0.94339623,0.3,0.333333333,95.75059586864407,5.170212975774439,7.24,7.020092942607846,3.6560905450172543,-0.31176358461380005,"Roddery Munoz",25311,682610
"A.J. Minter","ATL",5,3,1,21,0,17.2,10.188680711952168,2.547170177988042,2.547170177988042,0.20512820512820512,1,0.404761904,0.238095238,95.32263901654412,3.5660382491832587,3.13,5.390627032643627,3.3819577375410783,-0.31586048007011414,"A.J. Minter",18655,621345
"Tobias Myers","MIL",0,2,0,4,4,17,9,4.764705882352941,3.176470588235294,0.21428571428571427,0.8974359,0.361702127,0.285714285,93.10959201388889,5.294117647058823,5.14,7.302946351556217,4.450800129683579,-0.36647993326187134,"Tobias Myers",22191,668964
"Joe Musgrove","SDP",3,3,0,8,8,41,7.902439024390244,2.8536585365853657,2.1951219512195124,0.34210526315789475,0.72222222,0.39516129,0.227272727,92.6127865439967,6.365853658536586,6.31,5.9313538121014115,4.268862088569781,-0.3828609585762024,"Joe Musgrove",12970,605397
"Quinn Priester","PIT",0,4,0,5,5,27,5.666666666666667,3.3333333333333335,2.3333333333333335,0.2696629213483146,0.76923077,0.625,0.291666666,93.18284040178571,4.333333333333333,4.97,6.348697985543145,4.227576894671829,-0.38459697365760803,"Quinn Priester",25977,682990
"Lucas Sims","CIN",1,1,0,18,0,14.1,10.046513856070288,5.651164044039536,2.511628464017572,0.21875,0.83333333,0.222222222,0.19047619,94.236982421875,5.023256928035144,5.34,6.4055462580105305,4.83672132133646,-0.40828269720077515,"Lucas Sims",13470,608371
"Bryce Jarvis","ARI",0,2,0,16,0,22.2,7.544119128306723,6.750001325327068,1.5882356059593101,0.2698412698412698,0.67901235,0.462686567,0.148148148,96.11116849459134,4.76470681787793,4.12,5.9941233851919,5.374091507486497,-0.4659087657928467,"Bryce Jarvis",27477,686826
"Jake Bird","COL",1,1,1,19,0,20.2,5.225807576968687,6.532259471210858,1.3064518942421717,0.28125,0.68047337,0.5,0.125,95.00669860839844,6.096775506463468,4.78,6.3200248381351205,6.065011745145302,-0.4784480929374695,"Jake Bird",21267,656234
"Kyle Hendricks","CHC",0,4,0,7,7,30.2,7.33695713017979,3.2282611372791075,2.9347828520719155,0.38461538461538464,0.52083333,0.48245614,0.3125,88.24863043064025,10.565218267458896,6.19,6.909084772658058,4.1364641317067665,-0.535134494304657,"Kyle Hendricks",12049,543294
"Connor Brogdon","- - -",0,1,0,4,0,3,9.000003218651969,18.000006437303938,12.000004291535959,0.16666666666666666,0.37037037,0.3,0.666666666,93.28406052362351,24.000008583071917,23.69,24.459816726051514,9.937289077930444,-0.5820354372262955,"Connor Brogdon",21205,641401
"Giovanny Gallegos","STL",2,1,1,13,0,9,13.000005510120609,7.00000296698802,5.000002119277157,0.391304347826087,0.64285714,0.464285714,0.5,92.51193704044118,12.000005086265176,6.47,9.793145255690465,4.13248223354031,-0.6680871248245239,"Giovanny Gallegos",14986,606149
"Adbert Alzolay","CHC",1,4,4,18,0,17.1,6.75000123794285,3.1153851867428535,3.1153851867428535,0.2653061224489796,0.73863636,0.418181818,0.260869565,95.06507895026408,4.67307778011428,6.55,7.338014997251077,4.702879423991517,-0.8385348916053772,"Adbert Alzolay",17859,640470
