Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Patrick Corbin","WSN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Patrick Corbin",9323,571578
"Joe Kelly","LAD",15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joe Kelly",9761,523260
"Miles Mikolas","STL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Miles Mikolas",9803,571945
"Tyler Matzek","ATL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tyler Matzek",10058,554431
"Brooks Raley","NYM",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Brooks Raley",10061,548384
"Kyle Gibson","STL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kyle Gibson",10123,502043
"Aroldis Chapman","PIT",19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Zack Wheeler",10310,554430
"Michael Tonkin","NYM",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Michael Tonkin",10315,543859
"Chris Sale","ATL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Chris Sale",10603,519242
"Merrill Kelly","ARI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Merrill Kelly",11156,518876
"Jose Quintana","NYM",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jose Quintana",11423,500779
"Jameson Taillon","CHC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jameson Taillon",11674,592791
"Luke Jackson","SFG",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Luke Jackson",11752,592426
"Drew Smyly","CHC",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Drew Smyly",11760,592767
"Héctor Neris","CHC",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Hector Neris",11804,593576
"James Paxton","LAD",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"James Paxton",11828,572020
"Taijuan Walker","PHI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Taijuan Walker",11836,592836
"Matt Andriese","MIA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Matt Andriese",12022,542882
"Kyle Hendricks","CHC",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kyle Hendricks",12049,543294
"Colin Rea","MIL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Colin Rea",12317,607067
"Jacob Barnes","WSN",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jacob Barnes",12323,606930
"Blake Treinen","LAD",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Blake Treinen",12572,595014
"Nick Ramirez","LAD",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Nick Ramirez",12575,598286
"Adrian Houser","NYM",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Adrian Houser",12718,605288
"Nick Martinez","CIN",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Nick Martinez",12730,607259
"Sonny Gray","STL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Sonny Gray",12768,543243
"Burch Smith","MIA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Burch Smith",12784,572143
"Andrew Kittredge","STL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Andrew Kittredge",12828,552640
"Matt Barnes","WSN",14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Matt Barnes",12863,598264
"Joe Musgrove","SDP",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joe Musgrove",12970,605397
"Joe Ross","MIL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joe Ross",12972,605452
"Colten Brewer","CHC",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Colten Brewer",12997,605155
"Yu Darvish","SDP",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Yu Darvish",13074,506433
"Derek Law","WSN",23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Derek Law",13133,571882
"Jordan Weems","WSN",19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jordan Weems",13190,607179
"Hoby Milner","MIL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Hoby Milner",13346,571948
"Steven Matz","STL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Steven Matz",13361,571927
"Dylan Floro","WSN",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Dylan Floro",13394,571670
"Pierce Johnson","ATL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Pierce Johnson",13435,572955
"Taylor Rogers","SFG",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Taylor Rogers",13449,573124
"Lucas Sims","CIN",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Lucas Sims",13470,608371
"Matt Bowman","ARI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Matt Bowman",13528,621199
"Blake Snell","SFG",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Blake Snell",13543,605483
"Jakob Junis","MIL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jakob Junis",13619,596001
"Max Fried","ATL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Max Fried",13743,608331
"Matt Strahm","PHI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Matt Strahm",13799,621381
"Paul Sewald","ARI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Paul Sewald",13892,623149
"Brent Suter","CIN",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Brent Suter",13942,608718
"Wandy Peralta","SDP",21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Wandy Peralta",14295,593974
"Frankie Montas","CIN",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Frankie Montas",14309,593423
"Joel Payamps","MIL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joel Payamps",14332,606303
"Ty Blach","COL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ty Blach",14361,621389
"Tyler Glasnow","LAD",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tyler Glasnow",14374,607192
"Yunior Marte","PHI",12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Yunior Marte",14416,628708
"Jackson Stephens","ATL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jackson Stephens",14420,623451
"Thyago Vieira","MIL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Thyago Vieira",14510,600986
"Jorge López","NYM",22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jorge Lopez",14527,605347
"José Ruiz","PHI",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jose Ruiz",14552,614179
"Edwin Díaz","NYM",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Edwin Diaz",14710,621242
"Emilio Pagán","CIN",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Emilio Pagan",14771,641941
"Buck Farmer","CIN",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Buck Farmer",14814,571656
"Joe Mantiply","ARI",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joe Mantiply",14857,573009
"Sam Moll","CIN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Sam Moll",14874,594580
"Giovanny Gallegos","STL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Giovanny Gallegos",14986,606149
"Kyle Finnegan","WSN",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kyle Finnegan",15009,640448
"Yency Almonte","CHC",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Yency Almonte",15068,622075
"Cole Sulser","NYM",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Cole Sulser",15256,642121
"Kevin Herget","MIL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kevin Herget",15369,643361
"Marco Gonzales","PIT",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Marco Gonzales",15467,594835
"Hunter Harvey","WSN",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Hunter Harvey",15507,640451
"Tyler Rogers","SFG",22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tyler Rogers",15541,643511
"Mark Leiter Jr.","CHC",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Mark Leiter Jr.",15551,643410
"Miguel Castro","ARI",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Miguel Castro",15684,612434
"Joe Jiménez","ATL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joe Jimenez",15761,641729
"Kent Emanuel","MIA",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kent Emanuel",15849,592288
"Sean Manaea","NYM",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Sean Manaea",15873,640455
"Luis Severino","NYM",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Luis Severino",15890,622663
"Aaron Nola","PHI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Aaron Nola",16149,605400
"Spencer Turnbull","PHI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Spencer Turnbull",16207,605513
"Tejay Antone","CIN",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tejay Antone",16233,622088
"Kyle Freeland","COL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kyle Freeland",16256,607536
"Aaron Bummer","ATL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Aaron Bummer",16258,607481
"Ricardo Pinto","PHI",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ricardo Pinto",16318,620982
"Ryan Borucki","PIT",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ryan Borucki",16350,621366
"Reynaldo López","ATL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Reynaldo Lopez",16400,625643
"Ryan Yarbrough","LAD",12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ryan Yarbrough",16502,642232
"Jordan Montgomery","ARI",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jordan Montgomery",16511,656756
"Austin Gomber","COL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Austin Gomber",16561,596295
"J.P. Feyereisen","LAD",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"J.P. Feyereisen",16610,656420
"Ryan Thompson","ARI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ryan Thompson",16647,657044
"Julian Merryweather","CHC",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Julian Merryweather",16703,657240
"Reed Garrett","NYM",15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Reed Garrett",16866,657585
"Elieser Hernández","LAD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Elieser Hernandez",16933,622694
"Luis F. Ortiz","PHI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Luis F. Ortiz",16942,656814
"Trevor Williams","WSN",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Trevor Williams",16977,592866
"Sean Reid-Foley","NYM",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Sean Reid-Foley",17034,656887
"Raisel Iglesias","ATL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Raisel Iglesias",17130,628452
"Dinelson Lamet","LAD",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Dinelson Lamet",17186,659275
"Jalen Beeks","COL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jalen Beeks",17192,656222
"Ranger Suárez","PHI",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ranger Suarez",17277,624133
"Emmanuel Ramirez","MIA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Emmanuel Ramirez",17304,642629
"Justin Steele","CHC",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Justin Steele",17312,657006
"Jeff Hoffman","PHI",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jeff Hoffman",17432,656546
"Tanner Scott","MIA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tanner Scott",17586,656945
"Mitch Keller","PIT",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Mitch Keller",17594,656605
"Tanner Rainey","WSN",12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tanner Rainey",17610,663432
"Justin Lawrence","COL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Justin Lawrence",17639,664875
"Jose Cuas","CHC",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jose Cuas",17701,621016
"Trevor Megill","MIL",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Trevor Megill",17722,656730
"Nabil Crismatt","LAD",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Nabil Crismatt",17732,622503
"Evan Phillips","LAD",14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Evan Phillips",17734,623465
"Drew Smith","NYM",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Drew Smith",17755,622098
"José Alvarado","PHI",21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jose Alvarado",17780,621237
"Adbert Alzolay","CHC",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Adbert Alzolay",17859,640470
"Tyler Jay","NYM",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tyler Jay",17952,664079
"Peter Lambert","COL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Peter Lambert",17969,663567
"Logan Webb","SFG",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Logan Webb",17995,657277
"Ryan Helsley","STL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ryan Helsley",18138,664854
"Tyler Kinley","COL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tyler Kinley",18297,641755
"Enyel De Los Santos","SDP",21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Enyel De Los Santos",18403,660853
"Danny Young","NYM",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Danny Young",18439,664849
"Dylan Cease","SDP",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Dylan Cease",18525,656302
"Logan Allen","ARI",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Logan Allen",18555,663531
"A.J. Minter","ATL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"A.J. Minter",18655,621345
"Freddy Peralta","MIL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Freddy Peralta",18679,642547
"Pedro Avila","SDP",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Pedro Avila",18864,658648
"Dakota Hudson","COL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Dakota Hudson",19206,641712
"Mitch White","- - -",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Mitch White",19225,669952
"Seranthony Domínguez","PHI",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Seranthony Dominguez",19249,622554
"Vladimir Gutierrez","MIA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Vladimir Gutierrez",19278,661269
"Zac Gallen","ARI",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Zac Gallen",19291,668678
"Cal Quantrill","COL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Cal Quantrill",19312,615698
"Joey Lucchesi","NYM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joey Lucchesi",19320,664192
"Richard Lovelady","CHC",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Richard Lovelady",19337,663992
"A.J. Puk","MIA",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"A.J. Puk",19343,640462
"Daulton Jefferies","SFG",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Daulton Jefferies",19345,641726
"Walker Buehler","LAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Walker Buehler",19374,621111
"Yohan Ramírez","NYM",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Yohan Ramirez",19444,670990
"David Bednar","PIT",19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"David Bednar",19569,670280
"JoJo Romero","STL",21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"JoJo Romero",19574,668941
"Jordan Hicks","SFG",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jordan Hicks",19618,663855
"Gregory Soto","PHI",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Gregory Soto",19677,642397
"Sixto Sánchez","MIA",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Sixto Sanchez",19680,664350
"Anthony Bender","MIA",19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Anthony Bender",19742,669622
"Keegan Thompson","CHC",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Keegan Thompson",19795,624522
"Michael King","SDP",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Michael King",19853,650633
"Kevin Ginkel","ARI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kevin Ginkel",19876,656464
"Ryder Ryan","PIT",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ryder Ryan",19891,656924
"Bryan Hudson","MIL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Bryan Hudson",19924,663542
"Jesús Luzardo","MIA",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jesus Luzardo",19959,666200
"Tyson Miller","CHC",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tyson Miller",19976,668338
"Bryse Wilson","MIL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Bryse Wilson",19990,669060
"Dylan Lee","ATL",12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Dylan Lee",19996,669276
"Darren McCaughan","MIA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Darren McCaughan",20038,670766
"Adrian Morejon","SDP",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Adrian Morejon",20039,670970
"Bailey Falter","PIT",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Bailey Falter",20070,663559
"Calvin Faucher","MIA",13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Calvin Faucher",20116,676534
"Nick Nelson","PHI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Nick Nelson",20153,656793
"Riley O'Brien","STL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Riley O'Brien",20348,676617
"Eli Villalobos","MIA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Eli Villalobos",20408,681871
"Josh Fleming","PIT",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Josh Fleming",20418,676596
"Ryan Walker","SFG",23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ryan Walker",20423,676254
"J.B. Bukauskas","MIL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"J.B. Bukauskas",20491,656266
"Kyle Nelson","ARI",11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kyle Nelson",20515,669459
"Cristopher Sánchez","PHI",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Cristopher Sanchez",20778,650911
"Alexis Díaz","CIN",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Alexis Diaz",21132,664747
"Connor Brogdon","- - -",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Connor Brogdon",21205,641401
"Allan Winans","ATL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Allan Winans",21238,642216
"Jake Bird","COL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jake Bird",21267,656234
"Tylor Megill","NYM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tylor Megill",21318,656731
"Ryan Feltner","COL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ryan Feltner",21446,663372
"Sean Hjelle","SFG",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Sean Hjelle",21481,663546
"Stephen Kolek","SDP",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Stephen Kolek",21487,663568
"Jake Irvin","WSN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jake Irvin",21504,663623
"Elvis Peguero","MIL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Elvis Peguero",21652,665625
"Edward Cabrera","MIA",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Edward Cabrera",21690,665795
"Javier Assad","CHC",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Javier Assad",21741,665871
"Braxton Garrett","MIA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Braxton Garrett",21844,666129
"George Soriano","MIA",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"George Soriano",21863,666277
"Camilo Doval","SFG",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Camilo Doval",21992,666808
"Luis Frías","ARI",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Luis Frias",21997,666818
"John King","STL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"John King",22051,667463
"Kyle Tyler","MIA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Kyle Tyler",22092,667725
"Hunter Greene","CIN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Hunter Greene",22182,668881
"Tobias Myers","MIL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tobias Myers",22191,668964
"MacKenzie Gore","WSN",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"MacKenzie Gore",22201,669022
"DL Hall","MIL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"DL Hall",22207,669084
"Jeremiah Estrada","SDP",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jeremiah Estrada",22210,669093
"Trevor Rogers","MIA",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Trevor Rogers",22286,669432
"Matthew Liberatore","STL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Matthew Liberatore",22294,669461
"Jose Hernandez","PIT",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jose Hernandez",22318,669796
"Colin Holderman","PIT",13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Colin Holderman",22361,670059
"Logan Gillaspie","SDP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Logan Gillaspie",22461,670810
"Roansy Contreras","PIT",12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Roansy Contreras",22810,672710
"Joan Adon","WSN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Joan Adon",22925,672851
"Dedniel Núñez","NYM",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Dedniel Nunez",23055,673380
"Eduardo Salazar","LAD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Eduardo Salazar",23135,674285
"Michael Grove","LAD",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Michael Grove",23221,675627
"José Buttó","NYM",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Jose Butto",23313,676130
"Robert Garcia","WSN",17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Robert Garcia",23363,676395
"Ricky Vanasco","LAD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Ricky Vanasco",23391,676568
"Tom Cosgrove","SDP",15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Tom Cosgrove",23443,676680
"Hunter Stratton","PIT",20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Hunter Stratton",23455,676702
"Brandon Hughes","ARI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Brandon Hughes",23460,676714
"Keaton Winn","SFG",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Keaton Winn",23499,676775
"Aaron Ashby","MIL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,"Aaron Ashby",23550,676879
